,Image,Review Text
1606,['https://images-na.ssl-images-amazon.com/images/I/71nSUnv7znL._SY88.jpg'],I bought the classical guitar case. It fits my Ruben Flores 1200 perfectly. I had my doubts for the low price. It's very solid constructed. It comes with two keys for a lockable latch. It has a nice surface texture that feels like leather. The whole thing feels really well-built.
1734,"['https://images-na.ssl-images-amazon.com/images/I/91Hdh27tQ1L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71lHBg0n1nL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81b7ODNG7AL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/91uOQ4IbWAL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/91AQR8r3hJL._SY88.jpg']","This would be my fourth Ocarina Wind ocarina. It is by far my FAVORITE. I love the ""Sound of Earth"" design. The mouthpiece is perfectly sized. The body design is very comfortable and feels natural to hold. The rough finish makes it feel sturdy and adds some nice grip! The slight indent at the subholes makes it very easy and comfortable to use them. (My trumpet creeper ocarina's subholes are a pain, and the ""rythym of the earth"" are a little close, I am always hitting them on accident!) It is also the most in tune, all notes! It has a great, mellow but resonating sound. I would love to see more aesthetics with this body design! I truly was surprised. I have 3 other ocarinas from them that are more than reasonably priced for decent product, but this one in particular blew my expectations out of the water! I definitely recommend this for any level, especially beginner at this price. It is worth much more than what it is being sold for! I actually bought another!
 *I have noticed a new brand stamping/etching design in their products, a nice little touch! Not ugly or gaudy.  Simple & classic!"
2112,['https://images-na.ssl-images-amazon.com/images/I/719zi3tT2oL._SY88.jpg'],"When I bought my Roland Gaia, I needed another stand, as I already have two keyboards on a double tiered stand, and I think 3 is too much.  The least expensive stand available at ""that other store"" was over $30, so I figured I get something used, or local.  Checking Amazon, I saw this stand, which at the time of my order was $20.00 even.  It seemed like a great value, so I ordered it.  The packaging was a little flimsy, but the stand arrived in one piece and in good condition.  It fit my Gaia perfectly.  The included straps don't work with the Gaia, but the stand holds the keyboard well, and at the right height.  It's a little beefier than stands in that price range, though not as beefy as my 2 tier stand, though that was much more expensive.  This is totally a five star stand at the price I paid, and even at $5.00 more at the time of this review.  For an inexpensive stand, I don't think anyone can do better.  Recommended."
2401,['https://images-na.ssl-images-amazon.com/images/I/81oH0rMi9GL._SY88.jpg'],Very poor quality. Two of the pegs are missing part of or all insert. Back they go. Wouldn't waste your time or money on these.
3691,['https://images-na.ssl-images-amazon.com/images/I/61XMqHtJcML._SY88.jpg'],Looks great on my sons fender acustic!  Was easy to put on
2235,"['https://images-na.ssl-images-amazon.com/images/I/71F3npeHUDL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71wHUWncMGL._SY88.jpg']","Its flimsy and for the awkward angles it sticks in a guitar the Vox device should be metal and sturdy, especially for price.  Mine broke within a week and I am a just a living room player.  I don't know how it broke but it did.  I will upload pictures.

Now aside of the cheaply made product it served its purpose for the time it lasted and provided sound through headphones,  but its better to get a portable amp."
2493,['https://images-na.ssl-images-amazon.com/images/I/71MaErDLh1L._SY88.jpg'],"I previously purchased the 20' cable for my SG and Marshall amp, and I was very satisfied. I have a couple of pedals with different variations that I wanted to incorporate, and the old saying ""If it ain't broke, don't fix it"" came to mind. So I ordered 2 of the 6' cables to complete my personal set up. You can't go wrong with these. Great Cords!"
3290,"['https://images-na.ssl-images-amazon.com/images/I/71TYGOmCZ7L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71RIcJgfVgL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71E9TwTOAXL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71uQU38mFbL._SY88.jpg']","Perfect slide if you want more control over patterns and fingering as you play. The finger you use the slide on can bend and is free to do work as well! Plus the brass keeps it nice and chunky. Ive got small hands for a guy, I wear small to medium gloves, size 8-9 ring finger so based on the product  description I figured this would fit perfectly on my middle finger so I could do slide and chord mixtures. Wont go over my second knuckle on my middle finger which should be around a size 10-11. After trying tons of glass, chrome, and brass full slides, I found this small slide to be perfect for what I play."
2008,['https://images-na.ssl-images-amazon.com/images/I/71GiVr0oF+L._SY88.jpg'],"Great tuner. I use it for my guitar and also with vocals. Clips to the end of the guitar for easy use. It has lasted years. I've replaced the batteries a few times, but mostly because I forget to turn it off from time to time. Great item."
2829,"['https://images-na.ssl-images-amazon.com/images/I/81+aV6oecNL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71RmIBC5ENL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/713NWT5C0uL._SY88.jpg']",definitely a good purchase. nice and comfy for long sessions and the sound is crystal clear
1626,"['https://images-na.ssl-images-amazon.com/images/I/813nW47FB-L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/816XeRUoKIL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81ZnqYP8+6L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81JFfdqIaoL._SY88.jpg']","Fits my Squier Stratocaster (Bullet) great, with a few inches to spare lengthwise.  Theres a ton of great zipper pockets, the handles are great and the padding is pretty decent. I use this for light traveling for my cheaper guitars. In my opinion I would not put an expensive guitar in here as the padding isn't the best, but it will still resist scratches and small bangs but more than likely not drops.
If you have an expensive Fender or anything you cherish in your collection, Id go for a strong solid case. This gig bag is mostly for around the house storage or for cheaper guitars that you wouldnt care too much if it dropped and got damaged.

Overall Im very happy with this guitar gig bag and will definitely order another one, Plus the price is too hard to pass up on. Perfect."
5,['https://images-na.ssl-images-amazon.com/images/I/31zQmRo4HZL._SY88.jpg'],Unfortunately this switch creates a large pop when switch on or off. For a DJ or game announcer it is entirely unacceptable to have a big pop every time the mic mutes or un-mutes. It would have only added a very small margin to have done this right. The engineer in me wanted to take it apart and add a resister and cap to fix the problem. I chose to return it.
1336,"['https://images-na.ssl-images-amazon.com/images/I/71qU5TSp9mL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71ZfP0yWzRL._SY88.jpg']","The product is insulated however it is not the as large as claimed in the product description, the product is not as advertised."
1817,['https://images-na.ssl-images-amazon.com/images/I/61Ns5IEfIGL._SY88.jpg'],Excellent with CAD U37 Microphone
3506,['https://images-na.ssl-images-amazon.com/images/I/71nFc6L2GkL._SY88.jpg'],"I cannot say enough good things about this particular guitar strap. I have several Walker & Williams straps and not a one of them is a loser, but when I pulled this out of the packaging yesterday, I immediately fell in love with it. Buttery smooth, real leather smell, nice stitching - just an overall quality piece of work. Looks beautiful on my Hagstrom. Couldn't be happier."
7,['https://images-na.ssl-images-amazon.com/images/I/71NxLuMNyFL._SY88.jpg'],For the money they aren't bad but that doesn't mean they are good. Loud highs and lows get fuzzy and the over all doesn't sound great but for a small gig band or a backup Mics these are great! The only prob I have with them is that the mic mount doesn't fit on like any mic stand I have AND BUY A CHEEP POP FILTER FOR THIS MIC OR YOU WILL REGRET IT!!!!
3044,"['https://images-na.ssl-images-amazon.com/images/I/81F4c-Cp4tL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71dzflFrIQL._SY88.jpg']","This thing works!  I use a DW 3000 Double-Pedal, and have had issues with the slave pedal sliding forward - even though it comes with it's own built-in spurs.  The DW's onboard spurs are about where the ball of the foot goes, so with the pedal jumping, even when extended all the way down, the pedal still moved (hopped?) forward.  I tried adding additional Velcro, but that didn't stop it.  But now, with the Pearl Pedal Stabilizer on the front of it, it stays put.  The Pearl's long spikes go deep into my old oriental carpet that I use as my drum rug at a perfect angle to restrict any forward movement.  Now I can really kick it hard!  Pleasantly surprised at how heavy-duty and large it is.  If your slave pedal has a hoop clamp on it, you're ready to go right out of the package.  The spikes also can be reversed with rubber tips for hard surfaces.  I don't really need that feature as my rug goes with me to gigs."
